Date,SPY,IWD,MTUM,QUAL,USMV,VIX
2013-09-30,3.16463327640919,2.5392808902192865,3.0128034360056066,3.8078801350886815,2.5373449838771656,-2.4103459253101978
2013-10-31,4.630666749920143,4.385160349299744,5.56792918747997,4.864121701891033,4.724620222056086,-17.168676602267606
2013-11-30,2.9637982290459997,2.7228284142045256,3.147002896772322,4.112673253109866,1.3218303167565448,-0.3636377507990063
2013-12-31,2.59264583201253,2.4940190853906863,2.6775484042715902,2.2871591424930893,1.2729989137474362,0.14598874483302549
2014-01-31,-3.524850718659278,-3.589281035426528,-2.315520593726017,-4.193208459120723,-3.0422138864070303,34.183669745649084
2014-02-28,4.551607298350713,4.284628524210055,6.718949804475516,4.893844597343011,4.38692471791422,-23.954371993283974
2014-03-31,0.829549693820919,2.4284817796814684,-3.4187955949963045,-0.46879713128105127,0.8469604688039478,-0.8571420397077256
2014-04-30,0.6951544635624529,0.9119340372523821,-0.9943539517161648,0.7456107280016777,1.331498049342228,-3.3861690428937052
2014-05-31,2.3206218516163,1.4068331487161245,4.067650705038495,2.325997037223382,1.1497420550758308,-14.988816195025755
2014-06-30,2.0645006838946767,2.551923480274998,2.071959135394441,0.5885166848960344,1.2442905331716325,1.4912287893204645
2014-07-31,-1.3437743704689864,-1.7080578312883787,-1.0433454715664703,-0.7561040068540081,-1.42397295334995,46.49957830614249
2014-08-31,3.946374735500835,3.6453690747423995,4.600684215887396,4.346301243526884,3.979267471844228,-28.672568681989517
2014-09-30,-1.379624930801182,-2.0250372590887467,-0.6659092352076512,-0.7718016099664382,-0.7836013197653369,34.90487394618596
2014-10-31,2.3551079207229986,2.108090898041115,2.2969192547655837,2.667333286360507,4.246309324413811,-13.97915271384379
2014-11-30,2.747170101899643,2.201582486811815,3.752192548988109,2.287580757818697,3.56411676685231,-4.989307359857619
2014-12-31,-0.2536639905964311,0.5374216511587981,-0.8060815767946927,-0.5591034007988882,0.03791805440578333,44.036015550114115
