model,rmse,mae,sharpe,ann_return,volatility,max_drawdown,calmar,win_rate
moe,63.99015431327312,24.397493949334095,0.7271318019552044,0.35619746398580854,66.02441563338363,-44.40613704526594,0.008021356679206622,0.6153846153846154
rolling_avg,12.361877374866532,6.827952043834519,0.06526723375103693,-6.080304986745366,41.452772134717655,-71.48607967220366,-0.08505579008705391,0.5897435897435898
momentum,12.314967438497433,6.819709720020467,0.12902921878897428,-2.916526672750197,39.616043801418286,-66.2269795326739,-0.044038346506672446,0.6025641025641025
